# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 0
# model = sho_group_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 2
# data
#   file = sho_group.data.R
# init = 2 (Default)
# random
#   seed = 2534141114
# output
#   file = mpi_sample.2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,sigma.1.1,sigma.2.1,sigma.1.2,sigma.2.2,theta.1.1,theta.2.1,y.1.1,y.2.1,y.1.2,y.2.2,y.1.3,y.2.3,y.1.4,y.2.4,y.1.5,y.2.5,y.1.6,y.2.6,y.1.7,y.2.7,y.1.8,y.2.8,y.1.9,y.2.9,y.1.10,y.2.10,y.1.11,y.2.11,y.1.12,y.2.12,y.1.13,y.2.13,y.1.14,y.2.14
-14.4936,0.993455,0.600877,3,7,0,16.5657,1.01511,0.704937,0.733188,0.929323,2.88472,2.53644,0.0867243,0.745276,0.281291,-0.0297483,0.211516,-0.0782395,0.143334,-0.05717,0.0959621,-0.0386177,0.0641505,-0.0258444,0.0085556,-0.00344735,0.0881784,0.771742,0.310739,-0.0227466,0.230778,-0.0960412,0.146799,-0.0695272,0.0907588,-0.0440348,0.0557856,-0.0272006,0.00485866,-0.00237216
-14.8916,0.805053,0.600877,3,7,0,19.0035,1.1744,0.723459,0.554499,0.81908,2.93389,3.32272,0.0865217,0.741614,0.277528,-0.0304048,0.209097,-0.0760974,0.142778,-0.0557167,0.0964514,-0.0379309,0.0650749,-0.0256147,0.00909052,-0.00357863,0.0849418,0.713276,0.250695,-0.0335138,0.192023,-0.0617248,0.138044,-0.0460706,0.098813,-0.0330629,0.07071,-0.0236639,0.0132668,-0.00443993
-16.1825,0.91335,0.600877,3,7,0,19.0392,0.924908,1.60496,1.89492,0.524063,3.02255,3.12776,0.0861579,0.735055,0.270966,-0.0314198,0.204897,-0.0724355,0.141747,-0.0532441,0.0972112,-0.0367357,0.0666084,-0.0251867,0.0100548,-0.00380231,0.085729,0.727347,0.263533,-0.0323702,0.200161,-0.068402,0.140481,-0.0505349,0.097929,-0.0353856,0.0682245,-0.0246621,0.0111933,-0.00404636
-13.529,0.931973,0.600877,3,7,0,20.0686,1.81789,0.968479,0.748491,0.837809,3.07656,2.83802,0.0859373,0.731088,0.267104,-0.0319401,0.202433,-0.0703244,0.141102,-0.0518246,0.097603,-0.0360337,0.0674642,-0.0249193,0.0106404,-0.00393045,0.0869174,0.748772,0.284949,-0.0290579,0.213876,-0.0803518,0.143849,-0.058609,0.0954486,-0.0392865,0.0632202,-0.0260564,0.00804839,-0.00331786
-14.6552,0.89023,0.600877,3,7,0,17.1643,1.84732,0.787207,0.923475,0.712823,3.69417,2.89688,0.0834692,0.687217,0.22918,-0.0340335,0.178432,-0.0513654,0.133221,-0.0391449,0.0992838,-0.0291994,0.0739858,-0.0217601,0.0170016,-0.0050004,0.0866741,0.744369,0.280352,-0.0299171,0.210912,-0.0777021,0.143197,-0.056805,0.0960878,-0.0384462,0.0643842,-0.0257882,0.0086878,-0.00348029
-14.7549,0.83098,0.600877,3,7,0,21.6322,0.831037,1.42419,0.963939,0.721461,2.06042,2.79524,0.09022,0.809439,0.360591,-0.00355166,0.265348,-0.130013,0.149321,-0.0952202,0.0760755,-0.0535058,0.036958,-0.0272421,0.000800689,-0.000623759,0.0870947,0.751988,0.288375,-0.0283652,0.216093,-0.0823554,0.144309,-0.0599796,0.0949341,-0.0399137,0.0623213,-0.0262444,0.00758541,-0.00319518
-14.9112,0.979328,0.600877,3,7,0,17.4435,0.732701,1.18999,0.797339,0.567847,2.16529,2.788,0.0897647,0.800979,0.348498,-0.00903304,0.256681,-0.121369,0.149076,-0.0883565,0.0803543,-0.0511546,0.0420823,-0.0275412,0.00151656,-0.0010124,0.0871248,0.752534,0.288962,-0.0282419,0.216474,-0.0827016,0.144386,-0.0602171,0.0948425,-0.0400213,0.0621644,-0.0262756,0.00750716,-0.00317401
-11.7301,0.974394,0.600877,2,3,0,16.1862,1.25883,0.986429,0.889429,0.580614,3.35686,2.76331,0.084805,0.710841,0.248564,-0.0336428,0.190676,-0.0606523,0.137608,-0.0453546,0.0989162,-0.0326785,0.0710846,-0.0234876,0.0136231,-0.00450135,0.0872274,0.754397,0.290979,-0.0278085,0.217784,-0.0838957,0.144644,-0.0610375,0.0945209,-0.0403912,0.0616196,-0.0263804,0.00724115,-0.00310105
-12.1136,0.981562,0.600877,3,7,0,12.91,0.864435,0.903976,0.735658,0.69429,2.95063,3.41256,0.0864528,0.740371,0.276268,-0.0306125,0.208289,-0.0753867,0.142586,-0.0552357,0.0966065,-0.0377011,0.0653772,-0.0255351,0.00927267,-0.00362213,0.0845824,0.706885,0.245158,-0.0338134,0.188523,-0.0589589,0.136892,-0.0442243,0.0990555,-0.0320648,0.0716609,-0.0232,0.0141994,-0.00459705
-14.0081,0.894817,0.600877,3,7,0,15.2747,1.23413,0.794274,0.832756,0.411956,3.20329,2.99322,0.0854228,0.721864,0.258421,-0.032901,0.196915,-0.0656988,0.139549,-0.0487254,0.098335,-0.0344592,0.069261,-0.0242781,0.0120034,-0.00420766,0.086278,0.737218,0.273106,-0.0311069,0.206264,-0.0736194,0.142092,-0.0540421,0.0969764,-0.0371252,0.0661192,-0.02533,0.00973602,-0.00373015
-13.1233,0.954063,0.600877,3,7,0,17.2161,1.2165,1.34087,0.866882,1.13542,2.90298,3.30882,0.086649,0.743914,0.279883,-0.0300002,0.21061,-0.0774345,0.143129,-0.0566232,0.0961497,-0.0383606,0.0645002,-0.0257598,0.00875416,-0.0034967,0.0849976,0.71427,0.251572,-0.0334556,0.192578,-0.0621694,0.138221,-0.0463674,0.0987669,-0.0332212,0.0705526,-0.0237356,0.013121,-0.00441429
-12.5727,0.97726,0.600877,3,7,0,14.7189,1.28724,1.19169,0.895119,0.874648,2.51448,2.77717,0.0882712,0.773442,0.312775,-0.0221412,0.232137,-0.0973382,0.146983,-0.0704515,0.0903071,-0.0444127,0.0551327,-0.0272625,0.00463694,-0.00229638,0.0871698,0.753351,0.289844,-0.0280544,0.217046,-0.0832225,0.1445,-0.0605747,0.0947033,-0.040183,0.0619274,-0.0263219,0.00739037,-0.00314217
-12.7391,0.939387,0.600877,3,7,0,15.3106,1.03666,1.44277,0.911811,0.676644,3.51451,3.67968,0.084177,0.6997,0.239141,-0.0340079,0.184723,-0.0560318,0.135571,-0.0422694,0.0992238,-0.0309832,0.0726101,-0.0226748,0.0152364,-0.00475808,0.083526,0.688215,0.229955,-0.0340446,0.178921,-0.0517202,0.133411,-0.039383,0.099289,-0.0293378,0.0738877,-0.0218332,0.0168624,-0.00498271
-12.5597,0.966546,0.600877,3,7,0,15.1676,1.09507,0.752289,0.870555,0.674057,2.66234,2.85888,0.087649,0.762068,0.299495,-0.0258082,0.223345,-0.0890311,0.145657,-0.064593,0.0930364,-0.0419566,0.0592163,-0.0267811,0.00616391,-0.00278934,0.0868311,0.747209,0.283305,-0.0293745,0.212814,-0.0793989,0.14362,-0.0579591,0.095684,-0.0389858,0.0636422,-0.0259626,0.00827475,-0.00337627
-12.4564,0.843024,0.600877,3,7,0,16.1543,1.1154,1.29303,0.903612,1.04789,2.9157,3.0639,0.0865965,0.742966,0.278909,-0.0301701,0.209985,-0.0768802,0.142985,-0.0562472,0.0962763,-0.0381829,0.0647393,-0.0257004,0.00889259,-0.00353067,0.085989,0.732016,0.268001,-0.0318244,0.203004,-0.0708115,0.141254,-0.0521518,0.0975157,-0.0361966,0.0672687,-0.0249823,0.0105033,-0.00390096
-14.21,0.871237,0.600877,3,7,0,16.1287,0.952513,0.993401,1.52593,0.455081,2.98651,2.98637,0.0863055,0.737714,0.2736,-0.0310322,0.20658,-0.0738941,0.142171,-0.0542273,0.0969204,-0.0372151,0.0660048,-0.0253626,0.00966303,-0.00371338,0.0863061,0.737724,0.27361,-0.0310307,0.206587,-0.0738997,0.142172,-0.0542311,0.0969193,-0.037217,0.0660025,-0.0253632,0.00966154,-0.00371304
-14.9731,0.977194,0.600877,3,7,0,17.4515,1.18252,1.26794,1.73253,0.472164,2.79953,3.12687,0.087077,0.751665,0.288029,-0.0284373,0.215868,-0.0821517,0.144263,-0.0598401,0.0949876,-0.0398502,0.0624134,-0.0262259,0.00763167,-0.00320764,0.0857326,0.727412,0.263594,-0.0323632,0.2002,-0.0684347,0.140492,-0.0505568,0.0979237,-0.0353967,0.0682118,-0.0246666,0.0111837,-0.0040444
