# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 0
# model = sho_group_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = sho_group.data.R
# init = 2 (Default)
# random
#   seed = 2541606695
# output
#   file = sample2.mpi.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,sigma.1.1,sigma.2.1,sigma.1.2,sigma.2.2,theta.1.1,theta.2.1,y.1.1,y.2.1,y.1.2,y.2.2,y.1.3,y.2.3,y.1.4,y.2.4,y.1.5,y.2.5,y.1.6,y.2.6,y.1.7,y.2.7,y.1.8,y.2.8,y.1.9,y.2.9,y.1.10,y.2.10,y.1.11,y.2.11,y.1.12,y.2.12,y.1.13,y.2.13,y.1.14,y.2.14
# Adaptation terminated
# Step size = 0.67383
# Diagonal elements of inverse mass matrix:
# 0.051624, 0.0598997, 0.0441814, 0.0773477, 0.0281419, 0.0255002
-12.4268,0.970274,0.67383,3,7,0,13.2012,1.16485,0.939022,0.842511,0.793584,3.26352,2.43896,0.0851798,0.71752,0.254471,-0.0332427,0.194412,-0.0636505,0.138794,-0.0473564,0.0985997,-0.0337448,0.0700195,-0.023969,0.0126435,-0.00432821,0.0885913,0.779316,0.319957,-0.0198829,0.236958,-0.101977,0.147573,-0.0737888,0.088617,-0.04575,0.0527533,-0.027444,0.00389187,-0.00202974
-16.8507,0.72843,0.67383,3,7,0,18.3428,0.725003,0.855248,1.3592,0.936608,2.25849,2.66818,0.0893628,0.793535,0.33831,-0.013246,0.24953,-0.114278,0.148691,-0.0829048,0.0835935,-0.0492057,0.0461172,-0.0276287,0.00225502,-0.00136345,0.0876245,0.761622,0.29899,-0.0259345,0.223014,-0.0887224,0.145601,-0.064378,0.0931301,-0.0418636,0.0593634,-0.0267593,0.00622568,-0.00280796
-15.6932,0.846785,0.67383,3,7,0,24.0296,1.63867,1.31389,0.773603,0.49499,3.92373,3.79645,0.0825767,0.671589,0.217534,-0.0336047,0.171055,-0.0461918,0.130207,-0.035658,0.0990048,-0.0271261,0.0752772,-0.0206254,0.0191292,-0.00524126,0.0830699,0.68021,0.22385,-0.0338977,0.175059,-0.0489596,0.131877,-0.0375273,0.0992032,-0.0282486,0.07462,-0.021249,0.017968,-0.00511663
-14.8219,1,0.67383,3,7,0,17.4286,1.70856,1.32545,0.978623,0.436321,3.51623,3.36579,0.0841702,0.69958,0.239041,-0.03401,0.184661,-0.0559841,0.135549,-0.0422375,0.0992257,-0.0309653,0.072625,-0.0226659,0.0152537,-0.00476065,0.0847692,0.710205,0.248012,-0.0336735,0.190327,-0.0603761,0.137494,-0.0451703,0.0989409,-0.032579,0.0711799,-0.0234415,0.0137159,-0.00451707
-15.265,0.966429,0.67383,3,7,0,17.0001,0.771109,0.85823,0.911224,1.28578,2.61051,3.00986,0.0878664,0.766036,0.304036,-0.024629,0.226335,-0.0918315,0.146145,-0.0665522,0.0921603,-0.0427943,0.0578659,-0.0269661,0.00562036,-0.00262129,0.0862099,0.73599,0.271889,-0.0312871,0.205486,-0.0729446,0.141897,-0.0535871,0.0971115,-0.0369036,0.0663989,-0.0252489,0.00991688,-0.0037713
-15.9723,0.974263,0.67383,2,3,0,17.7823,0.977762,1.00728,0.918601,1.60384,2.31448,2.99985,0.0891225,0.789096,0.332428,-0.0155073,0.245459,-0.110268,0.148393,-0.0798877,0.0853155,-0.0480913,0.0483316,-0.0276155,0.00273709,-0.00157333,0.0862508,0.736728,0.27262,-0.0311796,0.205953,-0.0733493,0.142014,-0.0538599,0.0970309,-0.0370366,0.0662314,-0.0252977,0.00980815,-0.00374663
