# stan_version_major = 2
# stan_version_minor = 19
# stan_version_patch = 1
# model = sho_group_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = sho_group.data.R
# init = sho.init.R
# random
#   seed = 701713864
# output
#   file = dyn_mpi_sample.20.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,tau,sigma.1.1,sigma.2.1,sigma.3.1,sigma.4.1,sigma.5.1,sigma.6.1,sigma.7.1,sigma.8.1,sigma.9.1,sigma.10.1,sigma.11.1,sigma.12.1,sigma.13.1,sigma.14.1,sigma.15.1,sigma.16.1,sigma.17.1,sigma.18.1,sigma.19.1,sigma.20.1,sigma.1.2,sigma.2.2,sigma.3.2,sigma.4.2,sigma.5.2,sigma.6.2,sigma.7.2,sigma.8.2,sigma.9.2,sigma.10.2,sigma.11.2,sigma.12.2,sigma.13.2,sigma.14.2,sigma.15.2,sigma.16.2,sigma.17.2,sigma.18.2,sigma.19.2,sigma.20.2,theta.1.1,theta.2.1,theta.3.1,theta.4.1,theta.5.1,theta.6.1,theta.7.1,theta.8.1,theta.9.1,theta.10.1,theta.11.1,theta.12.1,theta.13.1,theta.14.1,theta.15.1,theta.16.1,theta.17.1,theta.18.1,theta.19.1,theta.20.1,y.1.1,y.2.1,y.1.2,y.2.2,y.1.3,y.2.3,y.1.4,y.2.4,y.1.5,y.2.5,y.1.6,y.2.6,y.1.7,y.2.7,y.1.8,y.2.8,y.1.9,y.2.9,y.1.10,y.2.10,y.1.11,y.2.11,y.1.12,y.2.12,y.1.13,y.2.13,y.1.14,y.2.14,y.1.15,y.2.15,y.1.16,y.2.16,y.1.17,y.2.17,y.1.18,y.2.18,y.1.19,y.2.19,y.1.20,y.2.20,y.1.21,y.2.21,y.1.22,y.2.22,y.1.23,y.2.23,y.1.24,y.2.24,y.1.25,y.2.25,y.1.26,y.2.26,y.1.27,y.2.27,y.1.28,y.2.28,y.1.29,y.2.29,y.1.30,y.2.30,y.1.31,y.2.31,y.1.32,y.2.32,y.1.33,y.2.33,y.1.34,y.2.34,y.1.35,y.2.35,y.1.36,y.2.36,y.1.37,y.2.37,y.1.38,y.2.38,y.1.39,y.2.39,y.1.40,y.2.40,y.1.41,y.2.41,y.1.42,y.2.42,y.1.43,y.2.43,y.1.44,y.2.44,y.1.45,y.2.45,y.1.46,y.2.46,y.1.47,y.2.47,y.1.48,y.2.48,y.1.49,y.2.49,y.1.50,y.2.50,y.1.51,y.2.51,y.1.52,y.2.52,y.1.53,y.2.53,y.1.54,y.2.54,y.1.55,y.2.55,y.1.56,y.2.56,y.1.57,y.2.57,y.1.58,y.2.58,y.1.59,y.2.59,y.1.60,y.2.60,y.1.61,y.2.61,y.1.62,y.2.62,y.1.63,y.2.63,y.1.64,y.2.64,y.1.65,y.2.65,y.1.66,y.2.66,y.1.67,y.2.67,y.1.68,y.2.68,y.1.69,y.2.69,y.1.70,y.2.70,y.1.71,y.2.71,y.1.72,y.2.72,y.1.73,y.2.73,y.1.74,y.2.74,y.1.75,y.2.75,y.1.76,y.2.76,y.1.77,y.2.77,y.1.78,y.2.78,y.1.79,y.2.79,y.1.80,y.2.80,y.1.81,y.2.81,y.1.82,y.2.82,y.1.83,y.2.83,y.1.84,y.2.84,y.1.85,y.2.85,y.1.86,y.2.86,y.1.87,y.2.87,y.1.88,y.2.88,y.1.89,y.2.89,y.1.90,y.2.90,y.1.91,y.2.91,y.1.92,y.2.92,y.1.93,y.2.93,y.1.94,y.2.94,y.1.95,y.2.95,y.1.96,y.2.96,y.1.97,y.2.97,y.1.98,y.2.98,y.1.99,y.2.99,y.1.100,y.2.100,y.1.101,y.2.101,y.1.102,y.2.102,y.1.103,y.2.103,y.1.104,y.2.104,y.1.105,y.2.105,y.1.106,y.2.106,y.1.107,y.2.107,y.1.108,y.2.108,y.1.109,y.2.109,y.1.110,y.2.110,y.1.111,y.2.111,y.1.112,y.2.112,y.1.113,y.2.113,y.1.114,y.2.114,y.1.115,y.2.115,y.1.116,y.2.116,y.1.117,y.2.117,y.1.118,y.2.118,y.1.119,y.2.119,y.1.120,y.2.120,y.1.121,y.2.121,y.1.122,y.2.122,y.1.123,y.2.123,y.1.124,y.2.124,y.1.125,y.2.125,y.1.126,y.2.126,y.1.127,y.2.127,y.1.128,y.2.128,y.1.129,y.2.129,y.1.130,y.2.130,y.1.131,y.2.131,y.1.132,y.2.132,y.1.133,y.2.133,y.1.134,y.2.134,y.1.135,y.2.135,y.1.136,y.2.136,y.1.137,y.2.137,y.1.138,y.2.138,y.1.139,y.2.139,y.1.140,y.2.140
# Adaptation terminated
# Step size = 0.165781
# Diagonal elements of inverse mass matrix:
# 0.0356222, 0.292985, 0.0752459, 0.0787393, 0.0696527, 0.0911561, 0.0726975, 0.0836003, 0.0727379, 0.0811423, 0.0836302, 0.075838, 0.0710922, 0.0634704, 0.0746997, 0.0819747, 0.0725431, 0.0639405, 0.072059, 0.0821334, 0.0771923, 0.0889543, 0.0762542, 0.0733855, 0.0755764, 0.0840799, 0.0711447, 0.0791303, 0.0670975, 0.0983453, 0.075725, 0.0796106, 0.0745213, 0.0870199, 0.0736573, 0.0737607, 0.0683373, 0.0917108, 0.0707565, 0.0830411, 0.0728401, 0.0869374, 0.141057, 0.113814, 0.13883, 0.108591, 0.136529, 0.0772471, 0.195612, 0.0915143, 0.167864, 0.109876, 0.111336, 0.124314, 0.14377, 0.11054, 0.112214, 0.0995436, 0.142929, 0.116818, 0.15871, 0.0904697
-139.205,0.955951,0.165781,5,31,0,169.474,4.30195,1.20936,1.14105,1.18866,1.91821,1.61065,1.46282,1.10363,0.828118,1.60428,1.2006,1.22629,0.84753,0.991816,0.921286,0.940746,1.1207,1.47159,0.819487,0.861154,0.835573,0.890362,1.62788,0.804658,1.1441,0.961376,0.667526,0.656078,1.00247,0.619155,0.801043,0.518412,0.900422,0.707706,0.803637,0.585274,0.626436,0.465248,0.669987,0.571583,0.972317,0.674567,4.18412,5.14733,4.31411,5.27056,2.89587,4.01459,3.78996,5.66073,2.76514,5.58534,3.7365,5.3593,3.62952,4.9984,2.61121,4.34761,5.22515,2.04297,7.29267,3.89923,0.0815801,0.654293,0.205616,-0.0326736,0.163459,-0.0412103,0.126813,-0.0322633,0.0983224,-0.0250206,0.0762316,-0.0193991,0.0213573,-0.00543493,0.0780351,0.594089,0.170739,-0.0274087,0.140695,-0.0284006,0.114944,-0.0232437,0.0938998,-0.0189884,0.0767082,-0.0155119,0.0279079,-0.00564353,0.0810888,0.645825,0.200123,-0.0320844,0.159935,-0.0390197,0.12514,-0.0307547,0.0978699,-0.0240566,0.0765418,-0.0188142,0.0223947,-0.00550467,0.0775971,0.586797,0.167101,-0.0266756,0.138254,-0.0272112,0.113527,-0.0223765,0.093218,-0.0183737,0.0765418,-0.0150867,0.0285688,-0.00563103,0.0866783,0.744445,0.28043,-0.0299032,0.210962,-0.0777468,0.143209,-0.0568353,0.0960774,-0.0384605,0.0643648,-0.0257929,0.00867676,-0.00347755,0.082227,0.665502,0.213229,-0.0333245,0.168318,-0.0443559,0.129017,-0.034412,0.0988051,-0.0263634,0.0756657,-0.0201895,0.0199294,-0.00531768,0.0830952,0.680652,0.224181,-0.0339091,0.175269,-0.0491073,0.131963,-0.0376268,0.0992105,-0.0283077,0.0745827,-0.0212812,0.0179075,-0.00510969,0.0762328,0.564294,0.156538,-0.024398,0.131074,-0.023909,0.109207,-0.0199348,0.0909856,-0.0166087,0.0758047,-0.0138375,0.0304306,-0.00555487,0.0872198,0.754259,0.290829,-0.0278413,0.217686,-0.0838064,0.144625,-0.0609761,0.0945452,-0.0403636,0.0616606,-0.0263727,0.00726083,-0.0031065,0.0764938,0.568574,0.158474,-0.0248303,0.1324,-0.0244975,0.110022,-0.0203738,0.0914234,-0.0169298,0.0759687,-0.0140679,0.0300969,-0.00557334,0.0833037,0.684308,0.226946,-0.0339891,0.177018,-0.050349,0.132665,-0.0384622,0.0992596,-0.0288005,0.0742605,-0.0215476,0.0174051,-0.00505032,0.0772838,0.581601,0.164576,-0.0261502,0.13655,-0.0264013,0.112523,-0.0217824,0.0927187,-0.0179489,0.0764003,-0.0147899,0.0290223,-0.00561826,0.083723,0.691683,0.232674,-0.0340662,0.180639,-0.0529766,0.134069,-0.0402253,0.0992939,-0.029824,0.0735314,-0.0220871,0.0163761,-0.00491902,0.0785691,0.603022,0.175351,-0.028295,0.143768,-0.0299474,0.11669,-0.0243625,0.094702,-0.0197723,0.0768573,-0.0160466,0.0270591,-0.00564954,0.0878634,0.765982,0.303974,-0.0246456,0.226294,-0.0917931,0.146139,-0.0665252,0.0921726,-0.0427829,0.0578846,-0.0269637,0.00562763,-0.00262359,0.0809629,0.643661,0.198753,-0.0319223,0.159053,-0.0384837,0.124712,-0.0303838,0.0977433,-0.0238169,0.0766061,-0.0186665,0.0226539,-0.00552005,0.0777581,0.589473,0.168424,-0.0269454,0.139143,-0.0276405,0.114047,-0.0226902,0.0934709,-0.0185968,0.0766073,-0.0152416,0.0283295,-0.00563638,0.0902961,0.810856,0.362672,-0.00255643,0.26686,-0.131525,0.149341,-0.0964463,0.0752905,-0.0539153,0.0360388,-0.027168,0.000695189,-0.000560694,0.070877,0.479143,0.123875,-0.0165357,0.10781,-0.0150717,0.093744,-0.0131058,0.0815131,-0.0113959,0.070878,-0.00990903,0.0352315,-0.0049255,0.0826713,0.67324,0.218723,-0.0336707,0.17181,-0.0467062,0.130528,-0.0360062,0.0990507,-0.0273371,0.0751614,-0.0207443,0.0189093,-0.00521891
-142.896,0.862666,0.165781,5,31,0,173.713,3.88511,1.29483,0.998783,0.859983,0.809186,0.700908,0.848139,1.80183,1.66458,0.730722,1.10373,0.837288,1.36563,1.00671,1.30681,1.5796,1.02133,1.06925,1.94727,1.21379,1.56761,1.17027,0.846141,0.959027,0.812367,1.21772,1.12777,0.993134,0.854393,0.669072,0.873802,0.819621,0.900247,0.540755,0.894275,0.572311,1.45916,0.937862,1.20117,0.651273,0.821586,0.529301,4.28012,5.06379,5.0184,3.66888,5.34386,6.34019,4.13319,4.67691,5.50373,5.35159,3.35416,5.30129,3.26025,2.55684,3.53548,2.73758,3.93342,3.65795,1.24345,4.80137,0.0812169,0.648028,0.201531,-0.0322448,0.16084,-0.0395752,0.125576,-0.0311383,0.0979944,-0.0243034,0.0764702,-0.0189653,0.0221283,-0.00548801,0.078334,0.599083,0.173296,-0.0279063,0.142401,-0.0292528,0.115919,-0.0238613,0.0943531,-0.0194224,0.0767993,-0.015809,0.0274387,-0.00564821,0.0784971,0.601815,0.174718,-0.0281763,0.143347,-0.0297324,0.116453,-0.0242075,0.0945959,-0.0196644,0.0768408,-0.0159735,0.0271763,-0.00564936,0.0835684,0.688961,0.230535,-0.0340515,0.179288,-0.051987,0.133553,-0.039562,0.0992917,-0.0294415,0.0738132,-0.0218877,0.0167583,-0.00496932,0.0773382,0.582502,0.16501,-0.0262414,0.136843,-0.0265396,0.112697,-0.021884,0.092806,-0.0180217,0.0764261,-0.014841,0.0289448,-0.0056207,0.0739359,0.527144,0.141028,-0.0207523,0.120246,-0.0194582,0.102277,-0.0165542,0.0869932,-0.0140804,0.0739932,-0.0119763,0.0329402,-0.00533157,0.0817737,0.65764,0.207847,-0.0328846,0.164886,-0.0421191,0.127473,-0.0328861,0.0984812,-0.0254134,0.0760819,-0.0196333,0.0209373,-0.00540299,0.0797392,0.622767,0.186196,-0.0301685,0.150909,-0.0337589,0.120577,-0.0270803,0.0963209,-0.0216339,0.0769444,-0.0172819,0.0250298,-0.00562177,0.0767777,0.573243,0.160624,-0.0253032,0.133868,-0.0251598,0.110915,-0.0208658,0.0918944,-0.0172877,0.0761355,-0.014323,0.029722,-0.00559146,0.077311,0.582051,0.164792,-0.0261957,0.136696,-0.0264702,0.112609,-0.021833,0.0927623,-0.0179852,0.0764133,-0.0148154,0.0289837,-0.00561949,0.0848157,0.711033,0.248731,-0.0336333,0.190781,-0.0607359,0.137642,-0.0454105,0.0989086,-0.0327086,0.0710557,-0.0235015,0.013595,-0.00449659,0.0774885,0.584993,0.166218,-0.0264934,0.137659,-0.0269265,0.113178,-0.022168,0.0930458,-0.0182249,0.0764947,-0.0149831,0.0287279,-0.00562695,0.0851929,0.717755,0.254683,-0.0332259,0.194546,-0.0637593,0.138835,-0.0474292,0.0985866,-0.0337831,0.0699798,-0.0239858,0.0126089,-0.00432185,0.0880923,0.770166,0.308868,-0.0232891,0.229534,-0.0948569,0.146625,-0.0686865,0.0911631,-0.0436879,0.0563768,-0.0271399,0.00506639,-0.00244177,0.084094,0.698232,0.237937,-0.0340306,0.183963,-0.0554559,0.135298,-0.0418845,0.0992456,-0.0307671,0.0727894,-0.0225672,0.0154467,-0.00478902,0.0873346,0.756345,0.293109,-0.0273341,0.21917,-0.0851658,0.14491,-0.0619127,0.0941688,-0.0407821,0.0610342,-0.026487,0.00696473,-0.00302362,0.0825393,0.670938,0.217067,-0.0335775,0.170758,-0.0459907,0.13008,-0.0355218,0.0989857,-0.0270433,0.0753217,-0.0205785,0.0192157,-0.00524989,0.0836113,0.689716,0.231126,-0.0340572,0.179661,-0.0522592,0.133696,-0.0397445,0.0992936,-0.0295471,0.0737365,-0.021943,0.0166525,-0.00495558,0.093876,0.878475,0.483772,0.0797772,0.368198,-0.227671,0.14072,-0.196286,0.000917793,-0.0837356,-0.0398836,-0.00712419,0.00254623,-0.00153995,0.0792833,0.615047,0.181845,-0.0294542,0.148057,-0.0322,0.119053,-0.025975,0.0957157,-0.0208841,0.0769529,-0.0167903,0.0258484,-0.00563984
-140.661,0.92015,0.165781,5,31,0,180.128,3.85601,1.09816,1.5072,1.65414,1.66939,1.69009,1.4675,0.777458,0.909671,1.71122,1.20314,1.3475,1.3739,1.11115,1.01688,1.13028,1.53561,1.12577,0.721788,0.874629,1.06188,1.00288,0.900668,0.555156,0.931951,0.416104,0.67872,0.570478,0.927274,1.36281,0.956691,0.507773,0.859956,0.813998,0.850186,0.704195,0.853931,0.530322,0.879766,0.580999,1.019,0.977768,4.21769,2.26623,3.69998,3.22826,2.42476,3.2093,2.9656,3.76203,2.08969,4.01358,4.54161,4.45233,4.78084,4.78388,4.25733,4.53481,4.8529,3.00924,6.61104,3.88398,0.0814529,0.652095,0.20417,-0.032528,0.162533,-0.0406272,0.126379,-0.0318628,0.0982118,-0.0247664,0.0763214,-0.0192463,0.02163,-0.00545453,0.0893295,0.792919,0.337486,-0.0135704,0.248957,-0.113713,0.148653,-0.0824764,0.0838412,-0.0490491,0.0464325,-0.0276296,0.00232013,-0.00139258,0.0834465,0.686817,0.228871,-0.0340284,0.178236,-0.0512239,0.133145,-0.0390499,0.0992813,-0.0291441,0.0740246,-0.0217309,0.0170574,-0.00500741,0.0853219,0.72006,0.25677,-0.0330511,0.195868,-0.0648383,0.139237,-0.0481501,0.0984508,-0.0341604,0.0695825,-0.0241501,0.0122695,-0.0042585,0.0886517,0.780425,0.321338,-0.0194266,0.237892,-0.102881,0.147677,-0.074445,0.0882744,-0.046008,0.0522817,-0.0274721,0.00375522,-0.00197866,0.0853985,0.721429,0.258021,-0.0329383,0.196662,-0.06549,0.139474,-0.0485858,0.0983637,-0.0343869,0.0693394,-0.0242473,0.0120676,-0.00422002,0.0863913,0.739261,0.275149,-0.0307919,0.207572,-0.0747588,0.142414,-0.0548112,0.0967406,-0.0374972,0.0656424,-0.0254635,0.00943561,-0.00366054,0.083204,0.68256,0.225617,-0.0339541,0.176178,-0.0497502,0.13233,-0.0380596,0.0992387,-0.0285636,0.0744177,-0.0214201,0.0176461,-0.00507918,0.0900926,0.807069,0.357146,-0.00516575,0.262858,-0.127527,0.149274,-0.0932201,0.0773432,-0.0528313,0.0384553,-0.0273499,0.000986762,-0.000730791,0.0822309,0.66557,0.213276,-0.0333279,0.168348,-0.0443757,0.12903,-0.0344255,0.0988076,-0.0263717,0.0756617,-0.0201943,0.0199207,-0.00531688,0.0802388,0.631268,0.191163,-0.0309185,0.154145,-0.0355874,0.122258,-0.0283665,0.0969405,-0.0224942,0.0768654,-0.017836,0.0240912,-0.00559017,0.0805709,0.636941,0.194585,-0.0313929,0.156363,-0.0368778,0.123381,-0.0292681,0.0973238,-0.0230893,0.0767689,-0.0182129,0.0234433,-0.00556176,0.0793583,0.616315,0.182549,-0.0295733,0.14852,-0.0324495,0.119303,-0.0261525,0.0958177,-0.0210052,0.0769554,-0.0168702,0.0257163,-0.00563753,0.0793472,0.616126,0.182444,-0.0295557,0.148451,-0.0324123,0.119266,-0.026126,0.0958026,-0.0209872,0.0769551,-0.0168583,0.0257359,-0.00563789,0.081303,0.64951,0.202487,-0.03235,0.161454,-0.0399545,0.125869,-0.0313998,0.0980755,-0.024471,0.0764185,-0.0190674,0.0219477,-0.00547623,0.0802641,0.631699,0.19142,-0.0309553,0.154312,-0.0356834,0.122343,-0.0284337,0.0969705,-0.0225388,0.0768593,-0.0178644,0.0240426,-0.00558822,0.0790957,0.61188,0.180101,-0.0291537,0.14691,-0.0315865,0.118429,-0.0255377,0.0954566,-0.0205847,0.0769401,-0.0165917,0.026175,-0.00564449,0.0862124,0.736036,0.271934,-0.0312805,0.205515,-0.0729696,0.141904,-0.053604,0.0971066,-0.0369118,0.0663885,-0.025252,0.00991014,-0.00376978,0.0730474,0.513026,0.135677,-0.0194444,0.116422,-0.0180303,0.0997167,-0.0154452,0.0854082,-0.013229,0.0731528,-0.0113307,0.0337201,-0.00522295,0.0827303,0.67427,0.21947,-0.0337096,0.172283,-0.0470307,0.130728,-0.0362257,0.0990775,-0.0274697,0.0750868,-0.0208185,0.0187716,-0.00520461
-141.443,0.929815,0.165781,5,31,0,167.994,3.79676,1.08682,0.855063,0.79734,0.913668,0.714909,0.861906,1.81383,1.37411,0.813283,1.01848,0.88677,0.91393,1.16565,1.27899,0.975443,0.867573,1.00819,2.58849,1.27572,1.17022,1.09266,1.00278,0.827122,0.893212,1.18433,1.32924,0.731916,0.835963,0.431131,0.880515,0.851269,1.14731,0.569934,0.938647,0.621667,0.966336,0.81537,0.893224,0.731361,0.815405,0.642488,2.30503,5.16082,2.0865,6.32171,5.63826,3.61657,3.08693,5.10565,3.20433,5.55842,3.39571,3.69241,4.19679,5.18414,3.92723,5.21826,4.05715,3.52081,1.4876,2.81236,0.089163,0.789843,0.333408,-0.0151393,0.246135,-0.110932,0.148447,-0.080384,0.085036,-0.0482765,0.0479684,-0.0276208,0.00265396,-0.00153806,0.077987,0.593286,0.170333,-0.0273284,0.140423,-0.0282665,0.114788,-0.0231462,0.0938259,-0.0189196,0.0766918,-0.0154646,0.027982,-0.00564248,0.0901065,0.807327,0.35752,-0.00499278,0.263127,-0.127796,0.14928,-0.0934352,0.0772077,-0.0529042,0.0382944,-0.0273392,0.000965901,-0.000719035,0.073997,0.528121,0.141408,-0.0208447,0.120516,-0.0195618,0.102456,-0.0166342,0.0871017,-0.0141414,0.0740487,-0.0120221,0.0328828,-0.00533867,0.0763104,0.565566,0.157111,-0.0245264,0.131466,-0.0240822,0.109449,-0.0200641,0.0911164,-0.0167035,0.0758545,-0.0139057,0.0303324,-0.00556054,0.0837739,0.692581,0.233386,-0.0340674,0.181089,-0.0533083,0.134239,-0.0404475,0.0992918,-0.0299514,0.073435,-0.0221529,0.0162495,-0.00490195,0.0858951,0.730329,0.266374,-0.032032,0.201968,-0.0699291,0.140977,-0.0515592,0.0976725,-0.0359011,0.0676221,-0.0248674,0.0107526,-0.00395436,0.078184,0.596575,0.172005,-0.027657,0.141541,-0.0288209,0.115429,-0.0235487,0.094127,-0.0192032,0.076756,-0.0156592,0.027676,-0.00564627,0.0854186,0.721788,0.258352,-0.0329075,0.196871,-0.0656626,0.139536,-0.0487012,0.09834,-0.0344467,0.0692746,-0.0242727,0.0120145,-0.0042098,0.0765873,0.57011,0.159177,-0.0249857,0.132881,-0.024713,0.110315,-0.0205341,0.0915791,-0.0170466,0.076025,-0.0141513,0.0299749,-0.00557954,0.0846496,0.708079,0.246179,-0.0337669,0.189168,-0.0594638,0.137109,-0.0445613,0.099017,-0.0322487,0.0714911,-0.023287,0.0140258,-0.00456869,0.0834761,0.687338,0.229274,-0.0340349,0.178491,-0.0514083,0.133244,-0.0391737,0.0992845,-0.0292162,0.073974,-0.021769,0.0169847,-0.00499826,0.0815321,0.653462,0.205067,-0.0326192,0.163108,-0.0409886,0.126649,-0.0321111,0.0982812,-0.0249241,0.0762663,-0.0193413,0.0214607,-0.00544247,0.0779039,0.591901,0.169636,-0.0271895,0.139956,-0.0280371,0.114518,-0.0229793,0.0936977,-0.0188017,0.0766623,-0.0153833,0.0281092,-0.00564047,0.0825632,0.671354,0.217365,-0.033595,0.170948,-0.046119,0.130161,-0.0356087,0.098998,-0.0270961,0.0752934,-0.0206084,0.0191605,-0.00524439,0.0777826,0.589881,0.168626,-0.0269864,0.139279,-0.0277065,0.114126,-0.0227384,0.0935091,-0.018631,0.0766169,-0.0152653,0.0282928,-0.00563711,0.082064,0.66267,0.211267,-0.0331756,0.167068,-0.0435332,0.128462,-0.0338519,0.0986967,-0.0260167,0.0758264,-0.0199883,0.0202959,-0.00535011,0.0841521,0.699258,0.238778,-0.0340153,0.184494,-0.0558577,0.135489,-0.042153,0.0992308,-0.030918,0.0726646,-0.0226424,0.0152998,-0.00476746,0.0927628,0.857249,0.440695,0.0452353,0.32878,-0.192165,0.145728,-0.153584,0.0344442,-0.0711688,-0.0072247,-0.0183987,0.000343498,0.000286316,0.0870237,0.750699,0.286995,-0.0286496,0.215199,-0.0815455,0.144126,-0.0594249,0.0951452,-0.039661,0.0626866,-0.02617,0.00777046,-0.00324474
-143.041,0.964598,0.165781,5,31,0,172.24,3.8019,1.2695,0.606868,1.21403,0.893206,0.991926,1.20844,1.4285,1.10932,0.852008,1.28465,1.59603,1.00707,1.46735,2.05367,0.988102,1.00999,0.849002,2.65642,1.30904,0.816315,1.37032,0.876834,0.73981,0.750191,0.811627,0.874088,0.698201,0.764298,0.561489,0.661591,0.667174,1.26228,0.608127,0.645037,0.600899,0.713572,0.825077,0.761188,0.777717,0.871931,0.840434,3.11095,5.23126,2.71723,4.27926,3.44817,3.01077,4.00515,5.31001,2.40206,3.9768,5.3092,2.78518,3.87351,2.68814,4.53869,4.12029,2.68409,5.45572,1.7263,5.46145,0.0857973,0.728573,0.264696,-0.0322355,0.2009,-0.0690249,0.140686,-0.0509525,0.0978267,-0.0355966,0.0679802,-0.0247469,0.0110121,-0.0040089,0.0777365,0.589113,0.168245,-0.0269091,0.139023,-0.0275822,0.113977,-0.0226476,0.093437,-0.0185665,0.0765988,-0.0152207,0.028362,-0.00563571,0.0874195,0.757889,0.294813,-0.0269422,0.220281,-0.0861886,0.145116,-0.0626194,0.093878,-0.041095,0.0605585,-0.0265692,0.00674698,-0.0029614,0.0812202,0.648084,0.201567,-0.0322488,0.160863,-0.0395894,0.125587,-0.0311481,0.0979975,-0.0243097,0.0764683,-0.0189691,0.0221215,-0.00548758,0.0844405,0.704367,0.243025,-0.033898,0.187176,-0.0579119,0.136433,-0.0435253,0.0991265,-0.031681,0.0720075,-0.0230162,0.0145643,-0.00465533,0.0862061,0.735923,0.271822,-0.0312968,0.205444,-0.0729079,0.141886,-0.0535624,0.0971188,-0.0368915,0.066414,-0.0252445,0.00992679,-0.00377354,0.0822633,0.666132,0.213668,-0.0333561,0.168598,-0.0445415,0.129141,-0.0345382,0.0988279,-0.0264412,0.0756283,-0.0202344,0.0198474,-0.0053102,0.0774577,0.584482,0.165969,-0.0264417,0.137491,-0.0268466,0.113079,-0.0221094,0.0929968,-0.018183,0.076481,-0.0149538,0.0287727,-0.00562573,0.0887483,0.782202,0.323569,-0.0186746,0.239403,-0.104348,0.147837,-0.0755147,0.0877091,-0.0464254,0.0515106,-0.0275129,0.00353909,-0.00189638,0.0823722,0.668027,0.214999,-0.0334476,0.169444,-0.045106,0.129511,-0.0349218,0.0988936,-0.0266768,0.0755118,-0.0203698,0.0195995,-0.00528711,0.0774605,0.584529,0.165992,-0.0264465,0.137506,-0.0268539,0.113088,-0.0221148,0.0930014,-0.0181869,0.0764823,-0.0149565,0.0287686,-0.00562584,0.0871365,0.752746,0.289191,-0.0281935,0.216622,-0.0828365,0.144415,-0.0603097,0.0948067,-0.0400632,0.0621031,-0.0262877,0.0074768,-0.00316576,0.0827708,0.674977,0.219985,-0.0337352,0.17261,-0.0472554,0.130865,-0.0363775,0.0990951,-0.0275612,0.0750344,-0.0208697,0.0186766,-0.00519462,0.087541,0.760101,0.297278,-0.0263555,0.221892,-0.0876795,0.145406,-0.0636528,0.0934426,-0.0415484,0.0598581,-0.0266834,0.00643714,-0.00287099,0.0802497,0.631453,0.191273,-0.0309343,0.154217,-0.0356286,0.122295,-0.0283954,0.0969534,-0.0225133,0.0768628,-0.0178482,0.0240704,-0.00558934,0.0818229,0.658491,0.20842,-0.0329361,0.165252,-0.0423541,0.12764,-0.0330469,0.0985196,-0.0255143,0.0760413,-0.0196931,0.0208297,-0.00539446,0.0875579,0.760409,0.297624,-0.0262713,0.222118,-0.0878897,0.145446,-0.0637987,0.0933802,-0.041612,0.0597587,-0.0266989,0.00639418,-0.00285827,0.0769454,0.576008,0.161916,-0.0255834,0.134747,-0.0255624,0.111446,-0.0211638,0.0921698,-0.0175034,0.076228,-0.014476,0.0294946,-0.00560115,0.0916915,0.836992,0.404132,0.0203594,0.2984,-0.162908,0.148419,-0.12391,0.0564909,-0.0625037,0.0153015,-0.0241023,-0.000333414,0.000346786,0.0769254,0.575678,0.161761,-0.0255499,0.134642,-0.0255139,0.111382,-0.021128,0.092137,-0.0174775,0.0762172,-0.0144576,0.029522,-0.00560003
