# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 0
# model = sho_pmx_loop_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 3
# data
#   file = sho_group.data.R
# init = 2 (Default)
# random
#   seed = 2534141114
# output
#   file = sample3.pmx.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,sigma.1.1,sigma.2.1,sigma.1.2,sigma.2.2,theta.1.1,theta.2.1,y.1.1.1,y.2.1.1,y.1.2.1,y.2.2.1,y.1.3.1,y.2.3.1,y.1.4.1,y.2.4.1,y.1.5.1,y.2.5.1,y.1.6.1,y.2.6.1,y.1.7.1,y.2.7.1,y.1.1.2,y.2.1.2,y.1.2.2,y.2.2.2,y.1.3.2,y.2.3.2,y.1.4.2,y.2.4.2,y.1.5.2,y.2.5.2,y.1.6.2,y.2.6.2,y.1.7.2,y.2.7.2
# Adaptation terminated
# Step size = 0.571605
# Diagonal elements of inverse mass matrix:
# 0.0617466, 0.0560943, 0.0464665, 0.0726399, 0.0316525, 0.025644
-14.6595,0.882906,0.571605,3,7,0,18.2812,0.840238,1.3971,1.12102,1.09275,3.30468,3.65045,0.0850142,0.0836407,0.251835,0.231532,0.192744,0.179918,0.138273,0.133795,0.0987527,0.0992943,0.0705051,0.0736832,0.0130775,0.0165798,0.714567,0.690234,-0.0334377,-0.0340605,-0.0623028,-0.0524471,-0.0464564,-0.0398704,-0.0332686,-0.0296198,-0.023757,-0.021981,-0.00440658,-0.00494605
-14.6277,0.881447,0.571605,3,7,0,20.2732,1.02548,0.887921,0.581373,0.897127,2.28187,3.07821,0.0892623,0.0859306,0.335832,0.266988,0.24781,0.202359,0.148573,0.141082,0.0843319,0.0976142,0.0470602,0.0674894,0.00245316,0.0106582,0.791678,0.730967,-0.0142139,-0.0319548,-0.112581,-0.0702615,-0.0816225,-0.0517823,-0.0487354,-0.0360126,-0.0276287,-0.024911,-0.00145132,-0.00393427
-13.8763,0.960354,0.571605,3,7,0,18.6201,1.16866,1.20804,1.37883,0.734964,3.83415,2.76942,0.0829234,0.087202,0.221943,0.290478,0.173851,0.217458,0.131382,0.144581,0.0991551,0.0946019,0.0748293,0.0617559,0.0183168,0.00730687,0.677645,0.753936,-0.0338242,-0.0279176,-0.0481146,-0.0835981,-0.0369577,-0.0608329,-0.0279093,-0.0402992,-0.0210628,-0.0263547,-0.00515578,-0.00311922
-16.2519,0.963271,0.571605,3,7,0,17.655,1.19387,0.999179,1.80702,1.06203,2.39951,3.37442,0.0887592,0.0847347,0.323821,0.247481,0.239575,0.189991,0.147855,0.137383,0.0876441,0.0989639,0.0514226,0.0712709,0.00351498,0.0138055,0.782402,0.709591,-0.0185883,-0.0337018,-0.104515,-0.060111,-0.0756366,-0.0449933,-0.0464727,-0.0324833,-0.0275172,-0.0233969,-0.00188709,-0.00453213
-15.8237,0.99523,0.571605,3,7,0,17.5657,1.04536,1.04218,0.523306,0.441902,3.46527,2.88152,0.0843725,0.0867375,0.242012,0.281539,0.186537,0.211676,0.136211,0.143369,0.0991558,0.0959284,0.0721681,0.0640884,0.0147386,0.00852079,0.703161,0.745515,-0.0339321,-0.0297031,-0.0574185,-0.0783818,-0.0431958,-0.0572668,-0.031499,-0.038663,-0.0229281,-0.0258592,-0.00468254,-0.00343863
-16.6197,0.966497,0.571605,3,7,0,18.8024,1.00328,1.45672,2.02464,0.936911,2.72231,3.19971,0.0873983,0.0854373,0.294385,0.258659,0.220002,0.197066,0.145065,0.139593,0.0939517,0.0983176,0.0606785,0.0692141,0.00680133,0.0119652,0.757503,0.722123,-0.0270415,-0.0328785,-0.0859315,-0.0658235,-0.0624415,-0.0488087,-0.0410165,-0.0345023,-0.0265489,-0.0242964,-0.00297703,-0.00420027
-14.0411,0.992938,0.571605,3,7,0,17.3011,1.16655,0.761871,0.610323,0.49183,2.81871,3.18798,0.0869974,0.0854847,0.286487,0.259442,0.21487,0.197563,0.144058,0.139739,0.0952218,0.0982596,0.0628202,0.0690589,0.00783918,0.0118399,0.750222,0.722971,-0.0287526,-0.032803,-0.0812479,-0.0662341,-0.0592213,-0.0490834,-0.0395679,-0.0346441,-0.0261421,-0.0243562,-0.00326297,-0.0041759
-12.5364,0.986502,0.571605,2,3,0,14.5553,1.1385,0.765497,0.747247,0.536192,2.87863,3.24875,0.0867494,0.0852393,0.281763,0.25543,0.21182,0.195019,0.143401,0.13898,0.0958979,0.0985394,0.0640321,0.0698388,0.00848939,0.0124871,0.745731,0.718583,-0.029662,-0.0331652,-0.0785105,-0.0641444,-0.0573544,-0.0476864,-0.038704,-0.0339181,-0.0258724,-0.024045,-0.00343073,-0.00429929
-12.8856,0.930573,0.571605,3,7,0,15.3047,1.22586,1.4573,1.02647,0.964185,3.23051,2.92068,0.0853128,0.0865761,0.256622,0.278531,0.195775,0.209741,0.139209,0.142929,0.0984608,0.0963248,0.0696111,0.0648318,0.0122935,0.00894668,0.719897,0.742596,-0.033064,-0.0302351,-0.0647614,-0.0766652,-0.0480987,-0.0561014,-0.0341336,-0.0381138,-0.0241386,-0.025677,-0.00426303,-0.00354385
-17.4535,0.857384,0.571605,3,7,0,18.9187,0.992843,1.01577,2.20491,0.489855,2.64278,3.71882,0.0877309,0.0833728,0.301194,0.227874,0.224462,0.177605,0.145844,0.132897,0.0927154,0.0992714,0.0587165,0.0741479,0.00595795,0.0172372,0.763563,0.685522,-0.0253761,-0.0340097,-0.0900741,-0.0507699,-0.0653209,-0.038745,-0.0422698,-0.0289661,-0.0268527,-0.0216362,-0.00272656,-0.00502979
-14.5597,0.959198,0.571605,3,7,0,19.8802,1.22867,0.825196,0.552105,0.781462,3.08104,2.63188,0.0859191,0.0877767,0.266788,0.30215,0.202232,0.225091,0.141048,0.145947,0.0976333,0.0925314,0.0675328,0.0584327,0.0106889,0.0058435,0.73076,0.764398,-0.0319801,-0.0251283,-0.070153,-0.090663,-0.0517095,-0.0657329,-0.0359763,-0.042446,-0.0248969,-0.0268917,-0.00394082,-0.00269121
-15.9738,0.9342,0.571605,3,7,0,18.874,1.08561,1.83249,1.07838,0.855116,2.83865,4.14254,0.0869148,0.0817382,0.284899,0.207434,0.213843,0.164622,0.143842,0.127351,0.0954559,0.0984529,0.0632333,0.0761107,0.0080553,0.021015,0.748724,0.657025,-0.0290678,-0.0328468,-0.0803225,-0.0419501,-0.058589,-0.0327704,-0.0392773,-0.0253407,-0.0260536,-0.0195902,-0.00331966,-0.00540906
-14.3068,0.963422,0.571605,3,7,0,20.6032,1.56962,1.11057,0.621858,0.611808,3.26601,2.41168,0.0851697,0.0887074,0.254311,0.322621,0.194311,0.23876,0.138763,0.14777,0.0986096,0.0879512,0.0700495,0.0518398,0.0126698,0.00363025,0.717341,0.781449,-0.0332553,-0.0189964,-0.0635679,-0.103723,-0.0473013,-0.0750586,-0.0337158,-0.0462479,-0.0239562,-0.0274963,-0.00433304,-0.00193131
-16.4099,0.830435,0.571605,3,7,0,18.9724,0.968946,1.24481,1.11715,1.00132,1.90828,3.81361,0.0908861,0.0830032,0.379416,0.222978,0.279261,0.174507,0.149263,0.131652,0.0684376,0.0991824,0.028231,0.0747168,3.53705e-05,0.0181272,0.821871,0.679041,0.00599774,-0.0338657,-0.143921,-0.0485724,-0.106819,-0.0372664,-0.0572736,-0.0280935,-0.0263099,-0.0211641,-0.00010478,-0.00513468
-17.2272,0.937007,0.571605,3,7,0,19.3341,1.67428,0.976781,0.759643,0.476819,4.2336,2.47462,0.0813926,0.08844,0.203491,0.316531,0.162098,0.234652,0.126174,0.147303,0.0981578,0.0894423,0.0763615,0.0539036,0.0217581,0.00424013,0.651057,0.776537,-0.0324573,-0.0209842,-0.0403551,-0.0997513,-0.0316756,-0.0721813,-0.0246472,-0.0451111,-0.0191743,-0.0273646,-0.00546343,-0.00215677
-15.1837,1,0.571605,3,7,0,20.7407,1.99845,0.722311,1.08687,0.630483,3.11708,3.33814,0.0857723,0.0848799,0.264271,0.249729,0.20063,0.191412,0.140611,0.137847,0.0978645,0.0988614,0.06807,0.0708812,0.0110782,0.0134279,0.728126,0.712176,-0.0322854,-0.0335744,-0.0687967,-0.0612371,-0.0507995,-0.045745,-0.0355194,-0.0328885,-0.024716,-0.0235843,-0.00402264,-0.00446793
-16.1104,0.882202,0.571605,3,7,0,20.9489,0.653512,1.18898,0.603028,0.917815,2.98505,3.205,0.0863115,0.0854159,0.273707,0.258307,0.206649,0.196843,0.142188,0.139528,0.0969082,0.0983432,0.06598,0.0692833,0.00964723,0.0120216,0.737822,0.72174,-0.0310159,-0.0329117,-0.0739537,-0.0656394,-0.0542676,-0.0486857,-0.0372346,-0.0344386,-0.0253696,-0.0242693,-0.00370974,-0.00421118
-15.858,1,0.571605,3,7,0,17.4125,2.16144,1.07897,1.3447,0.50721,3.11685,2.90434,0.0857733,0.0866434,0.264287,0.279779,0.20064,0.210544,0.140614,0.143114,0.0978631,0.0961634,0.0680666,0.0645258,0.0110758,0.0087689,0.728142,0.743813,-0.0322835,-0.0300185,-0.0688051,-0.0773752,-0.0508051,-0.056583,-0.0355222,-0.0383417,-0.0247171,-0.0257535,-0.00402213,-0.00350033
-14.3755,0.864766,0.571605,3,7,0,22.1449,0.865223,1.12341,0.593733,1.0824,2.92653,3.26162,0.0865519,0.0851874,0.278086,0.254594,0.209455,0.19449,0.142862,0.138818,0.0963813,0.0985921,0.06494,0.0699964,0.00901042,0.0126235,0.742161,0.717657,-0.0303109,-0.033233,-0.0764128,-0.0637136,-0.0559304,-0.0473986,-0.0380326,-0.033767,-0.0256495,-0.0239788,-0.0035593,-0.00432452
-13.141,0.999719,0.571605,3,7,0,15.5037,1.16764,1.1682,1.31341,0.480653,3.33035,3.41444,0.0849112,0.0845749,0.250216,0.245044,0.19172,0.188451,0.137947,0.136868,0.0988373,0.0990596,0.0707951,0.0716796,0.0133465,0.0142188,0.712732,0.706751,-0.0335443,-0.0338184,-0.0614829,-0.0589028,-0.0459091,-0.0441869,-0.0329765,-0.0320444,-0.0236245,-0.0231902,-0.00445383,-0.00460018
-13.0435,0.84238,0.571605,3,7,0,17.0884,1.07356,1.16769,0.972566,1.14242,2.81715,2.76543,0.0870038,0.0872186,0.286611,0.290806,0.21495,0.217671,0.144075,0.144622,0.0952031,0.094549,0.0627875,0.0616669,0.00782233,0.0072639,0.750339,0.754238,-0.0287275,-0.0278464,-0.0813207,-0.0837924,-0.0592711,-0.0609665,-0.0395907,-0.0403593,-0.0261489,-0.0263715,-0.00325851,-0.00310736
-12.6119,0.972071,0.571605,2,7,0,15.4682,0.939106,1.2177,1.38248,0.657945,3.24488,3.13452,0.0852549,0.0857015,0.255682,0.263068,0.195179,0.199865,0.139029,0.140398,0.0985231,0.0979689,0.0697909,0.0683213,0.0124461,0.0112661,0.718862,0.726855,-0.0331443,-0.0324226,-0.0642746,-0.0681537,-0.0477734,-0.0503685,-0.0339636,-0.0353012,-0.0240648,-0.0246279,-0.00429166,-0.00406127
-14.7816,0.873368,0.571605,3,7,0,15.9861,1.93785,0.89267,1.27711,0.539053,2.98248,3.4674,0.086322,0.084364,0.273897,0.241887,0.20677,0.186457,0.142218,0.136183,0.0968865,0.0991593,0.0659358,0.0721878,0.00961924,0.0147602,0.738012,0.703011,-0.0309868,-0.033936,-0.0740595,-0.0573576,-0.054339,-0.0431551,-0.0372692,-0.0314765,-0.0253821,-0.0229171,-0.00370328,-0.00468588
-17.183,0.861821,0.571605,2,3,0,18.204,2.27413,0.830339,1.14749,0.450364,3.24061,3.61051,0.0852721,0.0837978,0.25596,0.23372,0.195355,0.1813,0.139082,0.134318,0.0985049,0.0992904,0.0697379,0.0733893,0.0124008,0.0161901,0.719169,0.693002,-0.0331209,-0.0340673,-0.0644186,-0.0534646,-0.0478696,-0.0405521,-0.034014,-0.0300113,-0.0240867,-0.0221838,-0.0042832,-0.00489387
-12.8936,1,0.571605,2,3,0,17.5562,1.48493,0.864993,0.969616,0.541954,3.01962,3.70184,0.0861699,0.0834392,0.271179,0.228772,0.205032,0.178174,0.141782,0.13312,0.0971884,0.0992804,0.0665603,0.0740369,0.010023,0.0170751,0.735271,0.686689,-0.0313895,-0.0340267,-0.0725526,-0.051179,-0.053323,-0.0390197,-0.0367744,-0.0291265,-0.0252011,-0.0217215,-0.00379518,-0.00500964
-13.7375,0.96767,0.571605,3,7,0,15.0927,0.790826,1.64903,0.815481,0.688665,3.06691,2.75126,0.0859767,0.0872776,0.267787,0.291973,0.202868,0.21843,0.141218,0.144769,0.0975367,0.0943582,0.0673155,0.0613478,0.0105359,0.0071116,0.731795,0.755309,-0.0318522,-0.0275893,-0.0706953,-0.0844871,-0.0520737,-0.0614447,-0.0361578,-0.0405735,-0.0249674,-0.0264307,-0.003908,-0.00306497
-12.1655,0.957058,0.571605,3,7,0,15.5718,1.35118,0.916881,0.892565,0.807178,2.83858,3.58319,0.0869151,0.0839055,0.284905,0.23524,0.213847,0.18226,0.143843,0.134675,0.0954551,0.0992799,0.0632318,0.0731782,0.00805451,0.015921,0.74873,0.694902,-0.0290667,-0.0340617,-0.0803258,-0.0541774,-0.0585913,-0.0410293,-0.0392784,-0.0302834,-0.0260539,-0.022323,-0.00331945,-0.00485673
-12.4267,0.982725,0.571605,3,7,0,13.3592,0.877769,1.25035,0.911279,0.513245,2.6973,3.02006,0.0875027,0.0861681,0.296497,0.271147,0.221381,0.205012,0.145315,0.141776,0.0935823,0.0971918,0.0600814,0.0665675,0.00653456,0.0100277,0.759403,0.735238,-0.0265437,-0.0313941,-0.0872061,-0.0725351,-0.0633242,-0.0533112,-0.0414048,-0.0367686,-0.0266479,-0.025199,-0.00289966,-0.00379625
-11.0995,0.997365,0.571605,2,7,0,12.864,1.13537,1.05528,0.962359,0.693518,3.21023,2.97531,0.0853947,0.0863515,0.25796,0.274428,0.196623,0.20711,0.139462,0.142301,0.0983681,0.0968252,0.0693514,0.0658119,0.0120775,0.00954124,0.721361,0.738542,-0.032944,-0.0309049,-0.0654578,-0.0743555,-0.0485642,-0.0545388,-0.0343757,-0.0373658,-0.0242425,-0.0254167,-0.00422192,-0.0036852
-11.2278,0.972751,0.571605,3,7,0,11.8542,1.05364,1.15797,0.85077,0.616212,2.81336,3.31596,0.0870196,0.0849689,0.286915,0.251121,0.215147,0.192293,0.144115,0.13813,0.0951573,0.0987909,0.0627076,0.0706337,0.00778124,0.0131958,0.750624,0.71376,-0.0286658,-0.0334859,-0.0814987,-0.0619407,-0.0593929,-0.0462147,-0.0396464,-0.0331398,-0.0261656,-0.0236988,-0.00324761,-0.00442749
-11.9507,0.934527,0.571605,2,7,0,12.7753,1.33262,0.960546,0.767549,0.756433,2.89722,2.73941,0.0866727,0.087327,0.280326,0.292956,0.210895,0.21907,0.143194,0.144891,0.0960913,0.0941945,0.0643907,0.0610767,0.00869152,0.00698444,0.744343,0.756206,-0.0299218,-0.0273687,-0.0776871,-0.0850742,-0.0567947,-0.0618495,-0.0384414,-0.040754,-0.0257866,-0.0264795,-0.00348121,-0.0030292
-12.0104,0.986344,0.571605,3,7,0,12.971,0.999998,1.05713,0.999487,0.723184,3.6923,3.27373,0.0834765,0.0851386,0.22928,0.253813,0.178494,0.193995,0.133246,0.138665,0.0992846,0.0986397,0.0739733,0.0701423,0.0169837,0.0127515,0.687345,0.716787,-0.034035,-0.0332939,-0.0514108,-0.0633123,-0.0391754,-0.0471306,-0.0292172,-0.0336258,-0.0217695,-0.0239165,-0.00499814,-0.00434795
-11.8965,0.877325,0.571605,3,7,0,14.7438,1.29816,1.01406,0.736644,0.520636,2.92616,3.21214,0.0865535,0.085387,0.278114,0.257833,0.209474,0.196543,0.142866,0.139438,0.0963777,0.098377,0.064933,0.0693761,0.00900633,0.0120978,0.742189,0.721224,-0.0303061,-0.0329556,-0.076429,-0.065392,-0.0559413,-0.0485202,-0.0380378,-0.0343529,-0.0256512,-0.0242328,-0.00355832,-0.00422582
-12.6914,0.951179,0.571605,3,7,0,13.5555,1.06764,0.892812,1.18756,0.746104,2.43908,3.01791,0.0885908,0.0861769,0.319945,0.271303,0.23695,0.205112,0.147572,0.141802,0.0886199,0.0971751,0.0527573,0.0665321,0.00389306,0.0100044,0.779307,0.735397,-0.0198868,-0.0313717,-0.101969,-0.0726212,-0.0737832,-0.0533692,-0.0457477,-0.036797,-0.0274437,-0.0252095,-0.00203017,-0.00379101
-12.8844,0.9816,0.571605,3,7,0,14.8503,0.973103,1.21182,1.1683,0.725504,3.79955,3.17611,0.0830579,0.0855328,0.223692,0.26024,0.174959,0.198069,0.131837,0.139886,0.0991996,0.0981987,0.0746377,0.0688993,0.0179968,0.0117127,0.679999,0.723832,-0.0338921,-0.0327236,-0.0488893,-0.0666539,-0.03748,-0.0493643,-0.0282205,-0.0347886,-0.0212337,-0.0244168,-0.00511992,-0.00415093
-14.9705,0.773033,0.571605,3,7,0,17.3449,1.26163,1.03553,0.689967,0.627418,1.86501,2.6867,0.0910767,0.087547,0.385066,0.297401,0.283545,0.221973,0.149145,0.14542,0.0659039,0.0934204,0.0254268,0.0598228,-0.000111804,0.00642184,0.825442,0.760211,0.00910069,-0.0263256,-0.148193,-0.0877543,-0.110532,-0.0637047,-0.0584367,-0.041571,-0.0259092,-0.0266889,2.47624e-05,-0.00286646
