# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 0
# model = sho_group_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 4
# data
#   file = sho_group.data.R
# init = 2 (Default)
# random
#   seed = 2534141114
# output
#   file = mpi_sample.4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,sigma.1.1,sigma.2.1,sigma.1.2,sigma.2.2,theta.1.1,theta.2.1,y.1.1,y.2.1,y.1.2,y.2.2,y.1.3,y.2.3,y.1.4,y.2.4,y.1.5,y.2.5,y.1.6,y.2.6,y.1.7,y.2.7,y.1.8,y.2.8,y.1.9,y.2.9,y.1.10,y.2.10,y.1.11,y.2.11,y.1.12,y.2.12,y.1.13,y.2.13,y.1.14,y.2.14
# Adaptation terminated
# Step size = 0.605946
# Diagonal elements of inverse mass matrix:
# 0.0670025, 0.062195, 0.0557594, 0.0943102, 0.0246215, 0.028022
-14.6963,1,0.605946,3,7,0,22.9753,0.987534,1.31982,0.941663,0.589171,2.60656,4.28866,0.087883,0.766339,0.304388,-0.0245345,0.226567,-0.09205,0.146181,-0.0667057,0.09209,-0.0428592,0.0577594,-0.0269795,0.00557922,-0.00260825,0.0811847,0.647474,0.201176,-0.0322049,0.160612,-0.0394346,0.125466,-0.0310413,0.0979635,-0.0242411,0.0764888,-0.0189272,0.0221955,-0.0054923
-13.0072,1,0.605946,3,7,0,15.9949,1.01003,0.904029,1.03997,0.524197,3.42524,2.50164,0.0845318,0.705987,0.244394,-0.0338457,0.188041,-0.058583,0.136729,-0.0439733,0.0990823,-0.0319274,0.0717862,-0.0231345,0.0143296,-0.00461805,0.0883255,0.774437,0.313976,-0.021777,0.232939,-0.0981067,0.147088,-0.0710009,0.0900351,-0.0446358,0.0547433,-0.0272968,0.00450836,-0.00225172
-13.5237,0.970491,0.605946,3,7,0,14.9365,1.03971,1.45951,0.730813,0.688826,2.73266,3.91617,0.0873551,0.756718,0.293519,-0.0272407,0.219437,-0.0854115,0.14496,-0.0620823,0.0940995,-0.0408574,0.0609203,-0.026507,0.00691204,-0.00300866,0.0826059,0.672098,0.2179,-0.0336255,0.171287,-0.0463496,0.130306,-0.0357648,0.0990194,-0.0271909,0.075242,-0.020662,0.0190616,-0.00523444
-12.4549,0.954589,0.605946,3,7,0,15.7663,1.5974,0.922475,0.859014,0.804209,2.82692,3.08876,0.0869634,0.749605,0.285831,-0.0288839,0.214446,-0.0808653,0.143969,-0.0589597,0.0953193,-0.0394479,0.0629914,-0.0261058,0.00792809,-0.0032864,0.0858876,0.730195,0.266245,-0.032048,0.201886,-0.0698595,0.140955,-0.0515124,0.0976846,-0.0358778,0.0676498,-0.0248583,0.0107724,-0.00395856
-12.397,0.995787,0.605946,3,7,0,13.3599,0.918729,1.35786,1.00741,0.55553,3.46881,3.03284,0.0843584,0.702912,0.241804,-0.0339386,0.186405,-0.0573171,0.136165,-0.0431281,0.0991615,-0.0314615,0.0722009,-0.0229099,0.0147746,-0.00468811,0.0861158,0.734298,0.270223,-0.0315244,0.204422,-0.0720268,0.141625,-0.052969,0.0972898,-0.0366006,0.0667758,-0.0251361,0.0101665,-0.00382718
-12.4559,0.923882,0.605946,3,7,0,14.9928,1.39387,1.44677,0.816345,0.781444,2.88699,3.32575,0.0867149,0.745107,0.281115,-0.0297801,0.211403,-0.0781388,0.143308,-0.0571016,0.0959858,-0.0385856,0.0641944,-0.025834,0.00858025,-0.00345352,0.0849296,0.71306,0.250505,-0.033526,0.191903,-0.0616285,0.138005,-0.0460063,0.0988228,-0.0330285,0.0707439,-0.0236482,0.0132985,-0.00444546
-13.4515,0.945094,0.605946,3,7,0,14.867,0.899597,0.876465,0.675439,0.717689,2.39742,2.75828,0.0887681,0.782566,0.324029,-0.0185173,0.239715,-0.104652,0.14787,-0.0757368,0.0875907,-0.0465115,0.0513502,-0.0275206,0.00349523,-0.00187946,0.0872484,0.754778,0.291394,-0.0277175,0.218053,-0.0841421,0.144697,-0.0612071,0.0944534,-0.0404672,0.0615066,-0.0264015,0.007187,-0.00308602
-14.3575,0.979387,0.605946,3,7,0,15.5551,1.33766,1.09302,1.38654,0.598172,3.85041,3.65971,0.0828603,0.676542,0.22113,-0.0337889,0.173336,-0.047757,0.131169,-0.0367163,0.0991315,-0.0277648,0.0749156,-0.0209829,0.018466,-0.00517207,0.0836043,0.689594,0.23103,-0.0340564,0.179601,-0.052215,0.133673,-0.0397149,0.0992934,-0.02953,0.073749,-0.0219341,0.0166697,-0.00495782
-14.3777,0.682423,0.605946,3,7,0,20.6156,1.23594,1.16297,0.597022,0.882574,2.4829,2.55243,0.0884049,0.775893,0.315744,-0.021231,0.234124,-0.0992435,0.147238,-0.0718161,0.0896269,-0.0449646,0.0541638,-0.0273445,0.00432195,-0.00218599,0.0881109,0.770506,0.30927,-0.0231735,0.229801,-0.0951111,0.146663,-0.0688667,0.091077,-0.0437625,0.0562503,-0.0271533,0.00502138,-0.0024268
-12.8776,0.9376,0.605946,3,7,0,17.2922,0.915102,1.04591,1.00132,1.11803,3.01303,3.30096,0.0861969,0.735757,0.271658,-0.0313206,0.205339,-0.0728171,0.14186,-0.0535012,0.0971367,-0.0368616,0.0664515,-0.0252334,0.00995131,-0.00377907,0.0850291,0.714833,0.252071,-0.0334213,0.192893,-0.0624227,0.13832,-0.0465365,0.0987398,-0.0333112,0.0704623,-0.0237761,0.0130385,-0.00439964
-17.3471,0.780381,0.605946,2,3,0,18.3318,1.31921,1.10941,1.66532,1.58416,3.09163,2.85883,0.0858759,0.729985,0.266044,-0.0320729,0.201758,-0.0697506,0.14092,-0.0514393,0.0977035,-0.0358411,0.0676931,-0.0248439,0.0108035,-0.00396514,0.0868313,0.747212,0.283309,-0.0293738,0.212817,-0.0794011,0.143621,-0.0579606,0.0956835,-0.0389865,0.0636412,-0.0259628,0.00827422,-0.00337614
-15.9078,0.957866,0.605946,2,7,0,19.1033,1.31525,1.2604,1.25743,1.43136,3.44365,3.59012,0.0844585,0.704686,0.243293,-0.0338883,0.187346,-0.0580432,0.136491,-0.0436129,0.0991182,-0.0317294,0.0719644,-0.0230395,0.0145182,-0.00464806,0.0838781,0.694419,0.234852,-0.0340639,0.182015,-0.0539951,0.134585,-0.0409073,0.0992832,-0.030214,0.0732326,-0.0222876,0.0159895,-0.00486628
-16.7072,0.931922,0.605946,3,7,0,19.0564,0.95066,0.980675,0.705636,0.371756,2.44599,2.4978,0.0885614,0.778767,0.319276,-0.0201053,0.236499,-0.101533,0.147521,-0.0734669,0.0887839,-0.0456228,0.0529842,-0.0274293,0.00396006,-0.00205496,0.0883417,0.774735,0.314337,-0.0216665,0.233181,-0.0983382,0.147119,-0.0711666,0.0899526,-0.0447029,0.0546257,-0.0273068,0.00447005,-0.0022383
-13.8239,1,0.605946,2,3,0,17.3622,1.21531,1.00341,0.8079,0.43498,2.57923,2.59863,0.087998,0.768441,0.306836,-0.0238631,0.228186,-0.0935791,0.146428,-0.0677827,0.0915906,-0.0433119,0.0570095,-0.0270698,0.00529624,-0.00251731,0.0879163,0.766948,0.305095,-0.024343,0.227034,-0.0924901,0.146254,-0.0670152,0.0919476,-0.0429898,0.0575444,-0.0270062,0.00549688,-0.00258202
