# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 0
# model = sho_group_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = sho_group.data.R
# init = 2 (Default)
# random
#   seed = 2541634609
# output
#   file = sample4.mpi.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,sigma.1.1,sigma.2.1,sigma.1.2,sigma.2.2,theta.1.1,theta.2.1,y.1.1,y.2.1,y.1.2,y.2.2,y.1.3,y.2.3,y.1.4,y.2.4,y.1.5,y.2.5,y.1.6,y.2.6,y.1.7,y.2.7,y.1.8,y.2.8,y.1.9,y.2.9,y.1.10,y.2.10,y.1.11,y.2.11,y.1.12,y.2.12,y.1.13,y.2.13,y.1.14,y.2.14
# Adaptation terminated
# Step size = 0.570237
# Diagonal elements of inverse mass matrix:
# 0.0507223, 0.0640436, 0.0528647, 0.0791725, 0.0294632, 0.0257535
-15.9137,0.993464,0.570237,3,7,0,19.7645,0.769336,1.10746,1.51649,1.08024,2.89884,2.60892,0.086666,0.744223,0.280201,-0.029944,0.210815,-0.077616,0.143175,-0.0567465,0.0961078,-0.0384187,0.0644215,-0.0257791,0.00870912,-0.00348557,0.0878731,0.766158,0.304178,-0.024591,0.226428,-0.0919195,0.14616,-0.066614,0.092132,-0.0428204,0.0578231,-0.0269715,0.00560378,-0.00261604
-12.3769,1,0.570237,3,7,0,16.749,1.09004,1.16001,0.685216,0.590086,3.20701,2.57797,0.0854078,0.721594,0.258173,-0.0329242,0.196758,-0.0655694,0.139502,-0.0486389,0.0983528,-0.0344144,0.0693096,-0.024259,0.0120431,-0.00421532,0.0880033,0.768537,0.30695,-0.0238316,0.228261,-0.0936501,0.146439,-0.0678328,0.0915671,-0.0433328,0.0569745,-0.0270738,0.00528331,-0.00251311
-12.2281,0.978428,0.570237,2,3,0,13.0846,1.11534,1.13042,0.661319,0.736745,3.14953,2.68742,0.0856406,0.725762,0.262041,-0.0325355,0.199213,-0.0676069,0.140214,-0.0500023,0.0980549,-0.035115,0.0685334,-0.0245519,0.0114275,-0.00409403,0.087544,0.760156,0.29734,-0.0263405,0.221932,-0.087717,0.145413,-0.0636788,0.0934315,-0.0415597,0.0598404,-0.0266862,0.00642947,-0.00286872
-18.4434,0.695351,0.570237,3,7,0,19.7155,0.891782,0.909592,1.38804,0.623403,1.54524,2.56387,0.0925026,0.852313,0.431398,0.0385119,0.320804,-0.184621,0.146562,-0.145505,0.0405746,-0.0688304,-0.00108307,-0.0201546,4.54707e-05,0.000405035,0.0880627,0.769624,0.308227,-0.0234717,0.229109,-0.0944531,0.146563,-0.0684005,0.0912992,-0.0435693,0.0565773,-0.0271183,0.00513837,-0.0024656
-12.7474,0.993398,0.570237,3,7,0,19.0518,1.12793,1.0459,0.720761,0.846183,3.77802,3.15024,0.0831417,0.681467,0.224793,-0.0339292,0.175656,-0.0493806,0.13212,-0.0378108,0.0992232,-0.0284166,0.0745131,-0.0213405,0.0177961,-0.00509678,0.0856377,0.72571,0.261992,-0.0325407,0.199182,-0.0675811,0.140205,-0.0499849,0.0980589,-0.0351062,0.0685434,-0.0245483,0.0114352,-0.00409558
-12.9146,0.944504,0.570237,3,7,0,14.6865,1.04763,1.1027,0.924046,0.813746,2.16757,3.02585,0.0897549,0.800796,0.348243,-0.00914321,0.2565,-0.121189,0.149068,-0.0882162,0.0804395,-0.0511054,0.0421866,-0.0275452,0.00153357,-0.00102097,0.0861444,0.734812,0.270728,-0.0314536,0.204744,-0.0723041,0.141708,-0.0531557,0.0972366,-0.0366923,0.0666623,-0.0251705,0.0100906,-0.00381031
-13.8751,0.965189,0.570237,3,7,0,15.3754,1.24003,1.01804,1.36197,0.570548,3.84801,3.51017,0.0828696,0.676705,0.22125,-0.0337943,0.173412,-0.0478096,0.1312,-0.0367518,0.0991351,-0.0277861,0.074903,-0.0209946,0.018444,-0.00516968,0.0841942,0.700005,0.239391,-0.0340026,0.184882,-0.056152,0.135628,-0.0423497,0.0992188,-0.0310281,0.0725723,-0.0226971,0.0151928,-0.00475158
-13.9547,0.969021,0.570237,2,3,0,15.6378,1.09361,0.812175,1.42206,0.500177,3.47106,3.36319,0.0843495,0.702753,0.241671,-0.0339427,0.186321,-0.057253,0.136136,-0.0430852,0.0991651,-0.0314377,0.0722216,-0.0228983,0.0147974,-0.00469163,0.0847796,0.71039,0.248172,-0.0336647,0.190428,-0.0604562,0.137527,-0.0452237,0.0989339,-0.0326079,0.0711523,-0.0234549,0.0136889,-0.00451252
-11.9979,0.987294,0.570237,3,7,0,15.1716,1.19546,1.20671,1.19129,0.606279,2.89645,3.432,0.0866759,0.744401,0.280385,-0.0299113,0.210933,-0.0777209,0.143202,-0.0568177,0.0960835,-0.0384522,0.0643761,-0.0257902,0.00868317,-0.00347914,0.0845049,0.705509,0.243989,-0.0338619,0.187785,-0.058384,0.136642,-0.0438405,0.0990959,-0.0318545,0.0718521,-0.0230997,0.0143989,-0.00462913
-14.5222,0.898375,0.570237,2,7,0,16.7943,1.72097,0.711108,0.770181,0.524663,3.07026,3.33639,0.085963,0.731549,0.267549,-0.031883,0.202717,-0.0705661,0.141178,-0.0519869,0.09756,-0.0361146,0.0673674,-0.0249507,0.0105722,-0.00391583,0.084887,0.712301,0.249838,-0.0335678,0.191481,-0.0612923,0.13787,-0.0457818,0.098856,-0.0329083,0.070862,-0.0235933,0.0134097,-0.00446477
-14.7458,0.996771,0.570237,3,7,0,15.6194,1.7224,0.74572,0.743204,0.494714,2.76182,3.43975,0.0872337,0.75451,0.291102,-0.0277816,0.217863,-0.0839687,0.14466,-0.0610878,0.0945009,-0.0404137,0.0615861,-0.0263867,0.00722507,-0.0030966,0.084474,0.704961,0.243526,-0.0338796,0.187492,-0.0581569,0.136541,-0.0436888,0.0991109,-0.0317711,0.0719271,-0.0230596,0.0144783,-0.00464175
-14.2893,0.991396,0.570237,3,7,0,16.6607,1.8157,0.741576,0.947556,0.761825,3.13597,3.47638,0.0856956,0.726749,0.262969,-0.0324337,0.199802,-0.0681007,0.14038,-0.050333,0.0979773,-0.0352832,0.068342,-0.0246206,0.0112817,-0.00406445,0.0843283,0.702379,0.241359,-0.0339521,0.186124,-0.0571013,0.136067,-0.0429839,0.0991733,-0.0313816,0.0722704,-0.0228709,0.0148514,-0.00469994
-11.5645,1,0.570237,3,7,0,14.6869,1.14857,1.09834,0.731049,0.708517,2.67575,3.11932,0.0875928,0.761045,0.298339,-0.0260958,0.222587,-0.0883252,0.145527,-0.0641015,0.0932499,-0.0417437,0.0595523,-0.0267307,0.00630572,-0.00283194,0.0857632,0.727962,0.264116,-0.0323034,0.200531,-0.0687135,0.140584,-0.0507437,0.0978782,-0.0354912,0.0681026,-0.0247047,0.0111024,-0.00402764
-13.0524,0.887652,0.570237,3,7,0,15.2701,0.963781,1.61969,0.909574,0.568977,3.47771,3.41052,0.084323,0.702285,0.24128,-0.0339543,0.186074,-0.0570633,0.13605,-0.0429586,0.0991753,-0.0313675,0.0722826,-0.022864,0.014865,-0.00470202,0.0845905,0.707029,0.245281,-0.033808,0.188601,-0.0590198,0.136919,-0.0442649,0.099051,-0.032087,0.0716405,-0.0232105,0.0141784,-0.00459363
-12.6471,0.916751,0.570237,3,7,0,17.1404,1.35557,1.2065,0.830791,0.757581,2.46095,2.71317,0.088498,0.777601,0.317837,-0.0205696,0.23553,-0.100597,0.147408,-0.0727907,0.0891318,-0.0453544,0.0534683,-0.0273964,0.00410583,-0.0021083,0.0874364,0.758197,0.295154,-0.0268623,0.220503,-0.0863943,0.145157,-0.0627617,0.0938187,-0.0411578,0.0604623,-0.0265854,0.0067037,-0.00294891
-12.7532,0.929762,0.570237,2,7,0,17.088,1.23472,1.04454,0.723327,0.67463,2.99527,2.33505,0.0862696,0.737067,0.272956,-0.0311295,0.206168,-0.0735358,0.142068,-0.0539856,0.0969933,-0.0370978,0.066154,-0.0253201,0.00975831,-0.00373525,0.0890344,0.787472,0.330311,-0.0162906,0.244004,-0.10884,0.148272,-0.0788241,0.0859093,-0.0476918,0.0491085,-0.0275998,0.00292053,-0.00164989
-13.2261,0.962109,0.570237,3,7,0,14.8093,0.970482,0.996063,1.19687,0.714468,3.7194,2.59798,0.0833705,0.685482,0.227843,-0.0340091,0.177586,-0.050756,0.13289,-0.0387357,0.099271,-0.0289607,0.0741516,-0.0216333,0.0172427,-0.00503046,0.0879191,0.766998,0.305153,-0.0243272,0.227072,-0.0925264,0.146259,-0.0670407,0.0919359,-0.0430006,0.0575266,-0.0270084,0.00549012,-0.00257986
-12.9007,0.981708,0.570237,3,7,0,15.3998,1.30572,1.11842,0.77762,0.621536,2.34111,3.64269,0.0890085,0.786994,0.329691,-0.0165166,0.243579,-0.108423,0.148235,-0.078515,0.0860805,-0.0475751,0.0493338,-0.0275942,0.00297519,-0.00167238,0.0836712,0.690771,0.231954,-0.0340632,0.180185,-0.0526425,0.133896,-0.0400014,0.0992946,-0.0296953,0.0736275,-0.0220203,0.0165044,-0.00493611
