# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 0
# model = sho_pmx_loop_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 4
# data
#   file = sho_group.data.R
# init = 2 (Default)
# random
#   seed = 2534141114
# output
#   file = sample4.pmx.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,sigma.1.1,sigma.2.1,sigma.1.2,sigma.2.2,theta.1.1,theta.2.1,y.1.1.1,y.2.1.1,y.1.2.1,y.2.2.1,y.1.3.1,y.2.3.1,y.1.4.1,y.2.4.1,y.1.5.1,y.2.5.1,y.1.6.1,y.2.6.1,y.1.7.1,y.2.7.1,y.1.1.2,y.2.1.2,y.1.2.2,y.2.2.2,y.1.3.2,y.2.3.2,y.1.4.2,y.2.4.2,y.1.5.2,y.2.5.2,y.1.6.2,y.2.6.2,y.1.7.2,y.2.7.2
# Adaptation terminated
# Step size = 0.61411
# Diagonal elements of inverse mass matrix:
# 0.0564818, 0.0707226, 0.064532, 0.0906383, 0.0292647, 0.0278412
-12.9676,1,0.61411,2,7,0,16.431,1.44814,1.02701,1.24729,0.895796,2.92666,2.90478,0.0865514,0.0866416,0.278076,0.279745,0.209449,0.210522,0.142861,0.143109,0.0963826,0.0961678,0.0649424,0.0645342,0.00901185,0.00877372,0.742151,0.74378,-0.0303126,-0.0300245,-0.0764072,-0.0773558,-0.0559266,-0.0565698,-0.0380308,-0.0383354,-0.0256488,-0.0257515,-0.00355965,-0.00350152
-12.0482,0.99283,0.61411,3,7,0,14.0687,1.28955,0.945023,0.976143,0.881708,2.76907,2.94071,0.0872035,0.0864936,0.290507,0.277014,0.217476,0.208767,0.144584,0.1427,0.0945972,0.0965152,0.0617481,0.0651987,0.00730309,0.00916467,0.753962,0.741107,-0.0279114,-0.0304903,-0.0836152,-0.075807,-0.0608446,-0.0555201,-0.0403045,-0.0378371,-0.0263562,-0.0255824,-0.00311818,-0.00359641
-12.7881,0.722814,0.61411,3,7,0,19.5344,0.896617,0.992652,0.71998,0.470652,3.27018,3.02757,0.0851529,0.0861374,0.254041,0.270603,0.19414,0.204665,0.13871,0.141688,0.098626,0.0972498,0.0700998,0.0666904,0.012714,0.0101093,0.717042,0.734685,-0.0332763,-0.0314712,-0.0634296,-0.0722356,-0.0472089,-0.0531096,-0.0336671,-0.0366697,-0.0239347,-0.0251621,-0.00434111,-0.00381448
-12.2995,0.921524,0.61411,3,7,0,15.9506,1.2313,1.13754,1.15776,0.927704,2.89965,3.04536,0.0866627,0.0860647,0.280139,0.269323,0.210775,0.203848,0.143166,0.141476,0.096116,0.0973829,0.0644369,0.0669767,0.0087179,0.0103023,0.744163,0.733377,-0.029955,-0.0316481,-0.0775806,-0.0715334,-0.0567224,-0.0526371,-0.0384074,-0.036437,-0.0257754,-0.0250743,-0.00348774,-0.00385716
-13.5023,0.903417,0.61411,3,7,0,17.2068,0.897298,0.911861,0.676453,1.06808,3.30706,3.17203,0.0850047,0.0855493,0.251684,0.260515,0.192649,0.198243,0.138243,0.139937,0.0987609,0.0981773,0.0705324,0.0688439,0.0131024,0.011669,0.714397,0.724128,-0.033448,-0.0326957,-0.0622262,-0.0667988,-0.0464053,-0.0494612,-0.0332414,-0.0348384,-0.0237447,-0.0244376,-0.004411,-0.00414229
-16.0158,0.762463,0.61411,3,7,0,17.9709,1.19347,1.60022,1.65134,0.440178,2.91509,3.13363,0.0865991,0.0857051,0.278956,0.263129,0.210014,0.199904,0.142992,0.140409,0.0962703,0.0979637,0.0647279,0.0683087,0.00888595,0.0112565,0.743012,0.726919,-0.030162,-0.0324158,-0.0769067,-0.0681863,-0.0562651,-0.0503903,-0.0381914,-0.0353123,-0.0257032,-0.0246324,-0.00352905,-0.00405932
-14.3493,0.890734,0.61411,3,7,0,19.9824,1.01539,1.17991,0.632291,1.27114,3.20843,3.0335,0.085402,0.0861131,0.258079,0.270175,0.196698,0.204392,0.139485,0.141617,0.0983595,0.0972948,0.069328,0.0667865,0.0120583,0.0101737,0.721492,0.734249,-0.0329329,-0.031531,-0.0655203,-0.0720004,-0.048606,-0.0529513,-0.0343974,-0.0365919,-0.0242517,-0.0251329,-0.00421823,-0.00382878
-13.749,0.985315,0.61411,3,7,0,16.9136,1.08822,1.39724,1.20391,0.44155,2.78517,3.27183,0.0871366,0.0851463,0.289192,0.253935,0.216623,0.194073,0.144415,0.138689,0.0948064,0.0986324,0.0621027,0.0701196,0.00747661,0.0127314,0.752747,0.716923,-0.0281932,-0.0332845,-0.0828373,-0.063375,-0.0603103,-0.0471725,-0.0400635,-0.0336479,-0.0262878,-0.0239262,-0.0031657,-0.00434429
-14.2249,0.844657,0.61411,3,7,0,17.9649,1.13763,1.237,0.883156,0.384556,3.39737,3.24252,0.084643,0.0852644,0.246078,0.255836,0.189105,0.195277,0.137088,0.139058,0.099021,0.0985131,0.071508,0.0697616,0.0140429,0.012421,0.707961,0.719032,-0.0337717,-0.0331314,-0.0594138,-0.0643542,-0.0445279,-0.0478266,-0.0322305,-0.0339915,-0.0232784,-0.024077,-0.00457151,-0.00428698
-13.5983,1,0.61411,3,7,0,16.4592,1.29287,0.810902,0.786613,1.1254,2.91906,2.85746,0.0865827,0.0868369,0.278653,0.283416,0.20982,0.212886,0.142947,0.143636,0.0963092,0.0956683,0.0648019,0.0636138,0.00892915,0.00825937,0.742716,0.747315,-0.0302141,-0.0293535,-0.0767348,-0.0794631,-0.0561486,-0.0580029,-0.0381362,-0.0390061,-0.0256846,-0.025969,-0.00353958,-0.00337233
