# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 0
# model = sho_loop_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 2
# data
#   file = sho_group.data.R
# init = 2 (Default)
# random
#   seed = 2534141114
# output
#   file = pmx_sample.2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,sigma.1.1,sigma.2.1,sigma.1.2,sigma.2.2,theta.1.1,theta.2.1,y.1.1.1,y.2.1.1,y.1.2.1,y.2.2.1,y.1.3.1,y.2.3.1,y.1.4.1,y.2.4.1,y.1.5.1,y.2.5.1,y.1.6.1,y.2.6.1,y.1.7.1,y.2.7.1,y.1.1.2,y.2.1.2,y.1.2.2,y.2.2.2,y.1.3.2,y.2.3.2,y.1.4.2,y.2.4.2,y.1.5.2,y.2.5.2,y.1.6.2,y.2.6.2,y.1.7.2,y.2.7.2
# Adaptation terminated
# Step size = 0.613081
# Diagonal elements of inverse mass matrix:
# 0.0618471, 0.0718337, 0.0685221, 0.0748503, 0.0340975, 0.0290509
-13.3843,0.967539,0.613081,3,7,0,16.2793,1.06549,1.11346,1.08927,0.892263,2.29714,3.55309,0.0891968,0.0840244,0.334231,0.236935,0.246703,0.18333,0.148491,0.135069,0.0847992,0.0992606,0.0476619,0.072936,0.00258506,0.0156224,0.790468,0.697001,-0.0148277,-0.0340453,-0.11149,-0.0549789,-0.0808024,-0.0415655,-0.048432,-0.0305873,-0.0276243,-0.0224769,-0.00150855,-0.00481444
-15.6588,0.901994,0.613081,2,3,0,17.0596,0.854769,1.15552,1.03055,1.12184,2.04468,3.46716,0.0902886,0.084365,0.362467,0.241901,0.26671,0.186466,0.149339,0.136186,0.0753687,0.0991589,0.03613,0.0721856,0.000705371,0.0147578,0.810716,0.703028,-0.00265533,-0.0339356,-0.131375,-0.0573644,-0.0963247,-0.0431596,-0.0538748,-0.031479,-0.0271756,-0.0229184,-0.000566863,-0.00468551
-15.4237,0.996909,0.613081,2,7,0,16.538,0.900861,1.05668,1.19676,1.01778,2.02703,3.47061,0.0903657,0.0843513,0.36459,0.241698,0.268258,0.186338,0.149353,0.136142,0.0745544,0.0991644,0.0351819,0.0722174,0.000602582,0.0147928,0.812152,0.702785,-0.00162599,-0.0339419,-0.132923,-0.0572658,-0.0975881,-0.0430938,-0.054294,-0.0314425,-0.0270935,-0.0229006,-0.000503709,-0.00469092
-14.3948,0.877263,0.613081,2,7,0,19.5994,1.27045,1.5023,1.25506,0.698032,3.0439,2.25481,0.0860706,0.0893786,0.269428,0.338702,0.203915,0.249803,0.141494,0.148709,0.0973722,0.0834749,0.0669535,0.0459666,0.0102865,0.00222432,0.733484,0.793827,-0.0316339,-0.0130907,-0.0715907,-0.114548,-0.0526756,-0.0831093,-0.036456,-0.0492802,-0.0250815,-0.027628,-0.00385369,-0.00134962
-13.6976,0.993781,0.613081,3,7,0,16.4459,0.923768,1.00282,0.824207,0.921681,3.08605,4.0669,0.0858987,0.0820267,0.266436,0.210823,0.202008,0.166785,0.140988,0.128335,0.0976667,0.0986706,0.0676088,0.0758614,0.010743,0.0203791,0.730393,0.662023,-0.0320243,-0.03314,-0.0699625,-0.043348,-0.0515816,-0.0337255,-0.0359124,-0.0259382,-0.0248718,-0.0199424,-0.00395234,-0.00535725
-15.4583,0.827235,0.613081,3,7,0,18.8722,1.10087,1.59278,0.756501,0.786306,1.86211,3.15161,0.0910895,0.0856321,0.38545,0.261899,0.283838,0.199122,0.149135,0.140188,0.0657279,0.0980665,0.0252335,0.0685625,-0.000120418,0.0114499,0.825681,0.725611,0.00931503,-0.0325507,-0.148485,-0.0675316,-0.110788,-0.0499518,-0.0585162,-0.0350893,-0.0258799,-0.0245413,3.30396e-05,-0.00409854
-18.2314,0.846595,0.613081,2,3,0,19.5464,1.01537,1.6823,0.61873,0.928315,1.73557,2.7015,0.0916503,0.0874852,0.402811,0.296141,0.29735,0.221149,0.148485,0.145274,0.0571875,0.0936455,0.0160373,0.0601827,-0.000331473,0.00657921,0.836215,0.759084,0.0195404,-0.0266288,-0.161875,-0.0869906,-0.122939,-0.0631748,-0.0622137,-0.0413393,-0.0242514,-0.0266315,0.000330935,-0.00291273
-14.5562,0.934969,0.613081,3,7,0,21.9617,0.968283,1.22736,0.617049,0.545486,2.87532,2.22932,0.0867631,0.0894883,0.282021,0.341444,0.211987,0.251716,0.143438,0.148827,0.0958626,0.082632,0.0639673,0.0449031,0.00845334,0.00201477,0.745979,0.795857,-0.0296146,-0.0119899,-0.0786587,-0.11644,-0.0574552,-0.0845507,-0.0387511,-0.0498025,-0.0258876,-0.0276171,-0.00342165,-0.00125359
-13.049,1,0.613081,3,7,0,15.7811,1.08824,1.48281,1.23301,0.766859,3.47581,3.31951,0.0843306,0.0849546,0.241392,0.250897,0.186145,0.192151,0.136074,0.138085,0.0991724,0.0988026,0.0722652,0.0706739,0.0148456,0.0132331,0.702419,0.713506,-0.0339511,-0.0335006,-0.0571176,-0.061827,-0.0429948,-0.0461388,-0.0313876,-0.0330993,-0.0228738,-0.0236804,-0.00469905,-0.00443404
-12.2467,1,0.613081,3,7,0,13.6758,0.989033,1.0881,0.709302,0.519611,2.73873,2.86984,0.0873298,0.0867858,0.293013,0.282447,0.219107,0.212261,0.144898,0.143499,0.0941849,0.0958038,0.0610608,0.0638597,0.00697705,0.00839384,0.756258,0.746388,-0.0273557,-0.0295355,-0.0851086,-0.0789042,-0.0618732,-0.0576222,-0.0407645,-0.038829,-0.0264823,-0.0259127,-0.00302711,-0.0034066
-12.992,0.912285,0.613081,3,7,0,14.3766,1.05831,1.18976,0.779576,1.04906,3.34655,2.6462,0.0848462,0.0877166,0.249204,0.300896,0.19108,0.224266,0.13774,0.145812,0.0988865,0.0927723,0.0709733,0.0588046,0.0135157,0.00599382,0.711576,0.763302,-0.0336059,-0.0254526,-0.0609733,-0.0898909,-0.0455689,-0.0651929,-0.0327939,-0.0422149,-0.0235409,-0.0268404,-0.00448303,-0.00273757
-13.0693,0.985787,0.613081,3,7,0,14.3459,1.14394,0.967896,1.08312,0.471565,2.56314,3.56791,0.0880658,0.0839658,0.308293,0.236097,0.229152,0.182801,0.14657,0.134875,0.0912852,0.0992711,0.0565567,0.0730566,0.00513091,0.0157698,0.76968,0.695966,-0.0234529,-0.0340547,-0.0944948,-0.0545821,-0.06843,-0.0413001,-0.0435816,-0.0304371,-0.0271205,-0.0224011,-0.00246313,-0.00483545
